Date,Open,High,Low,Close,Adj Close,Volume
2022-10-08,0.9999930262565613,1.000188946723938,0.9997659921646118,1.0001469850540161,1.0001469850540161,2735745388
2022-10-09,1.0001510381698608,1.0002169609069824,0.9998540282249451,0.9999930262565613,0.9999930262565613,2260430910
2022-10-10,0.9999809861183167,1.0002429485321045,0.9997379779815674,0.9999409914016724,0.9999409914016724,3234465931
2022-10-11,0.9999340176582336,1.0002729892730713,0.9997100234031677,1.0000250339508057,1.0000250339508057,3635935332
2022-10-12,1.0000239610671997,1.0002549886703491,0.9998599886894226,0.9999619722366333,0.9999619722366333,2920458912
2022-10-13,0.999970018863678,1.0003509521484375,0.9995459914207458,1.0000159740447998,1.0000159740447998,4863475901
2022-10-14,1.0000089406967163,1.000324010848999,0.9997010231018066,0.9999949932098389,0.9999949932098389,4058420604
2022-10-15,0.9999960064888,1.0002349615097046,0.9998379945755005,0.9999300241470337,0.9999300241470337,2551998130
2022-10-16,0.9999060034751892,1.0002859830856323,0.9998319745063782,0.9999529719352722,0.9999529719352722,2511992440
2022-10-17,0.9999610185623169,1.0002180337905884,0.9998540282249451,0.9999849796295166,0.9999849796295166,2980936199
2022-10-18,0.9999909996986389,1.0003019571304321,0.9998480081558228,0.9999979734420776,0.9999979734420776,2885568216
2022-10-19,0.9999819993972778,1.0004030466079712,0.9997609853744507,1.000054955482483,1.000054955482483,2645576295
2022-10-20,1.000038981437683,1.0004019737243652,0.9997509717941284,1.0,1.0,2679829482
2022-10-21,0.9999859929084778,1.0004019737243652,0.9998390078544617,1.0000139474868774,1.0000139474868774,3250082894
2022-10-22,1.0000189542770386,1.0001909732818604,0.999809980392456,1.0000289678573608,1.0000289678573608,1929650726
2022-10-23,1.0000230073928833,1.0003160238265991,0.9997820258140564,1.0000300407409668,1.0000300407409668,2276952462
2022-10-24,1.0000799894332886,1.0002599954605103,0.999767005443573,0.9999799728393555,0.9999799728393555,3031244247
2022-10-25,0.9999420046806335,1.0007319450378418,0.999705970287323,0.999966025352478,0.999966025352478,4523233356
2022-10-26,0.999925971031189,1.0004249811172485,0.9997119903564453,1.0000269412994385,1.0000269412994385,4575654708
2022-10-27,1.000022053718567,1.0002609491348267,0.9997310042381287,0.9999690055847168,0.9999690055847168,4234666654
2022-10-28,0.9999529719352722,1.0002880096435547,0.9996860027313232,0.9999229907989502,0.9999229907989502,4000469292
2022-10-29,0.9999179840087891,1.0004260540008545,0.9996989965438843,1.0000790357589722,1.0000790357589722,4594883158
2022-10-30,1.0000519752502441,1.0002609491348267,0.9997760057449341,1.0001150369644165,1.0001150369644165,3672657264
2022-10-31,1.0000859498977661,1.000378966331482,0.9994519948959351,0.9999960064888,0.9999960064888,5307443271
